num,title,description,format,status,AdDate,category,category1,category1_desc,category2,category2_desc,category3,category3_desc,Code,Campaign,Objective,Budget,Product,Start_Date,End_Date,Audience_Interest,Audience_Segment,Client,Client_Budget,City
2307,Game On: Level Up Your Gaming Experience!,Level up your fitness journey with Fitness Fiesta. Achieve your fitness goals with our exclusive offers on workout gear!,Video Ads,Paused,2019-01-08,"['Clothing', 'Accessories', 'Scarves']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Scarves,Wrap up in style with our collection of cozy and fashionable scarves.,215000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Osasuna Polo Shirt 3XL 40.82  All Seasons Polyester,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
2308,Flash Friday Sale: Don't Miss Out!,Flash Friday Sale is back! Don't miss out on 24 hours of incredible discounts. Grab the best deals before they're gone!,Native Ads,Suspended,2018-08-08,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,350000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Barcelona Ball Official 25.82,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
2309,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Email Marketing,Archived,2019-08-28,"['Clothing', ""Children's Clothing"", 'Infants', 'Onesies']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Infants,Dress your littlest ones in adorable and comfortable clothing for infants.,300000 TechTuesday 2022-08-22,TechTuesday,Showcase new tech products,500000,Cádiz Jersey 2XL 74.98  Summer Blend,2022-08-22,2023-08-22,Gaming - Technology,15-35,Larrea y Cabrera S.Coop.,962000,"Huelva, Spain"
2310,"New Year, New Savings: Kickstart 2024!",Game On! Level up your gaming experience with our latest releases and exclusive gaming deals!,Chatbot Ads,Active,2019-01-21,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,215000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Valladolid Jersey L Official 101.65  All Seasons Polyester,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
2311,Pet Paradise: Spoil Your Pets with Love!,"Spoil your pets with Pet Paradise. From treats to toys, pamper your furry friends with love and care!",Pop-up Ads,Suspended,2022-08-12,"['Toys', 'Outdoor', 'Water Toys']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Water Toys,Make a splash and create lasting memories with our fun water toys.,220000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,Athletic Club Cup  21.32 Microwave and Dishwasher Safe,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
2312,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,Video Ads,Scheduled,2020-03-08,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,130000 FallFashionFrenzy 2023-10-24,FallFashionFrenzy,Highlight fall fashion trends,30000,Racing Ferrol Boots 3XL Official 205.31 Football  Waterproof Lace-up,2023-10-24,2025-10-24,Foodie - Cooking,18-50,Ramirez y Olivera S.C.P,628000,"Girona, Spain"
2313,Jingle All the Way to Our Festive Discounts!,Celebrate the festive season with our special discounts on a wide range of products. Spread joy and make your holidays unforgettable!,Video Ads,Suspended,2017-11-02,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,400000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Alavés Jersey XL 103.31  Summer Blend,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
2314,Digital Discoveries: Explore the Digital World!,Explore the digital world with Digital Discoveries. Stay updated with the latest in technology and digital innovations!,Native Ads,Completed,2022-03-09,"['Books', ""Children's Books"", 'Chapter Books', 'Adventure']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Chapter Books,Take young readers on exciting literary journeys with our engaging chapter books.,285000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,CD Mirandés Ball Official 44.98,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
2315,Pet Paradise: Treat Your Furry Friends!,Explore the digital world with Digital Discoveries. Stay updated with the latest in technology and digital innovations!,Social Media Ads,Pending Approval,2023-02-01,"['Beauty', 'Haircare', 'Shampoos', 'Volumizing']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Shampoos,Revitalize your hair with our specially formulated shampoos for different hair types.,280000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Sevilla Sweatshirt XS Official 78.65  Summer Blend,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
2316,Sizzling Savings Event: Shop Now and Save!,Sizzle with savings at our Sizzling Savings Event. Shop now and save big on a variety of products!,Display Ads,Scheduled,2018-12-30,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,225000 AdventureAwaits 2022-07-27,AdventureAwaits,Encourage adventure-themed purchases,14000,Granada Boots 3XL 79.99 Football  Waterproof Lace-up,2022-07-27,2024-07-27,Family - Parenting,25-45,Servicios TWIB S.Com.,864000,"Toledo, Spain"
2317,Cozy Comforts: Stay Warm and Cozy!,Cozy up with our collection of warm and comfortable essentials. Stay warm and stylish with our Cozy Comforts!,Pop-up Ads,Paused,2018-07-06,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,245000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Tenerife Polo Shirt 3XL Official 53.65  All Seasons Polyester,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
2318,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Banner Ads,Paused,2022-08-14,"['Clothing', ""Children's Clothing"", 'Toddlers', 'Dresses']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Toddlers,Explore adorable clothing and essentials designed for toddlers.,450000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Real Madrid Jersey M Official 94.98  All Seasons Polyester,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
2319,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Influencer Marketing,Pending Approval,2018-11-27,"['Automotive', 'Accessories', 'Car Mats']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Car Mats,Protect and personalize your car's interior with our durable and stylish car mats.,425000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Almería Socks S 21.65 All sports  Sweet fit,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
2320,Friday Frenzy: Flash Deals for 24 Hours Only!,Flash Friday Sale is here! Enjoy massive discounts for 24 hours only. Act fast and grab the hottest deals before they're gone!,Virtual Reality Ads,Paused,2022-10-22,"['Automotive', 'Maintenance', 'Oil Changes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Maintenance,Ensure the longevity of your vehicle with our reliable maintenance products.,Oil Changes,Ensure the health of your vehicle with regular and efficient oil changes.,310000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Getafe Backpack  83.99 Multi-Compartment,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
2321,Unleash Your Style with Our Spring Collection!,"Step into the new year with style and savings. Kickstart 2024 with our exclusive collection. New year, new savings!",Native Ads,Suspended,2018-03-24,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,360000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Albacete Boots XS 117.32 Football  Waterproof Lace-up,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
2322,Tech Treasures: Discover Digital Marvels!,Unlock the digital world with Digital Discoveries. Explore the latest in technology and enhance your digital lifestyle!,Influencer Marketing,Scheduled,2018-05-28,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,75000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Alcorcón Sweatshirt XS 50.65  Summer Blend,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
2323,Year-End Clearance Extravaganza!,Bid farewell to the year with our Year-End Clearance Extravaganza. Grab incredible deals on a wide range of products!,Search Ads,Cancelled,2022-12-12,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,75000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Cádiz Ball  37.48,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
2324,Friday Frenzy: Flash Deals for 24 Hours Only!,Flash Friday Sale is here! Enjoy massive discounts for 24 hours only. Act fast and grab the hottest deals before they're gone!,Chatbot Ads,Paused,2019-08-20,"['Automotive', 'Car Parts', 'Brakes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Car Parts,Find high-quality car parts to maintain the performance and safety of your vehicle.,Brakes,Ensure the safety of your vehicle with our reliable brake components.,170000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Eldense Goalkeeper Gloves S Official 245.97,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
2325,Explore the Unknown: Adventure Awaits You!,"Embark on a new adventure with our specially curated products. Adventure Awaits – explore, experience, and enjoy!",Interstitial Ads,Pending Approval,2024-10-02,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,295000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Madrid CFF Shorts L Official 72.98  Winter Cotton,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
2326,Flash Friday Sale: Don't Miss Out!,Flash Friday Sale is back! Don't miss out on 24 hours of incredible discounts. Grab the best deals before they're gone!,Search Ads,Cancelled,2023-02-27,"['Electronics', 'Audio', 'Soundbars']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Soundbars,Elevate your audio experience at home with our high-quality soundbars.,430000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Ponferradina Goalkeeper Gloves M 209.98,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
2327,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,Interactive Ads,Archived,2019-12-06,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,180000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Lugo Socks 3XL 16.32 All sports  Sweet fit,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
2328,Mindful Living: Elevate Your Lifestyle!,Find your moment of calm with Mindful Moments. Discover products that promote relaxation and mindfulness. Your tranquility awaits!,Affiliate Marketing,Cancelled,2024-03-28,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,310000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Eldense Ball Official 68.31,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
2329,Discover the Ultimate Summer Deals!,Uncover the best summer deals that will make your season unforgettable. Discover a world of ultimate summer savings!,Social Media Ads,Suspended,2022-02-26,"['Books', ""Children's Books"", 'Chapter Books', 'Adventure']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Chapter Books,Take young readers on exciting literary journeys with our engaging chapter books.,55000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Levante Backpack Official 86.32 Multi-Compartment,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
2330,Warm Up Your Winter: Cozy Comforts Await!,Cozy up with our collection of warm and comfortable essentials. Embrace the chill with our cozy comfort products!,Social Media Ads,Draft,2020-02-13,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,450000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Levante Goalkeeper Gloves 2XL Official 110.99,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
2331,Tech Treasures: Discover Digital Marvels!,Unlock the digital world with Digital Discoveries. Explore the latest in technology and enhance your digital lifestyle!,Banner Ads,Scheduled,2018-03-16,"['Books', ""Children's Books"", 'Chapter Books', 'Adventure']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Chapter Books,Take young readers on exciting literary journeys with our engaging chapter books.,485000 AdventureAwaits 2022-07-27,AdventureAwaits,Encourage adventure-themed purchases,14000,Alcorcón Goalkeeper Gloves 3XL Official 113.99,2022-07-27,2024-07-27,Family - Parenting,25-45,Servicios TWIB S.Com.,864000,"Toledo, Spain"
2332,Gizmo Gala: Exclusive Tech Extravaganza!,"Tech enthusiasts, rejoice! Tech Tuesday brings you exclusive offers on the latest gadgets and electronics. Don't miss out!",Influencer Marketing,Expired,2024-10-01,"['Beauty', 'Haircare', 'Conditioners', 'Hydrating']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Conditioners,Keep your hair silky-smooth with our hydrating and nourishing hair conditioners.,340000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Amorebieta Goalkeeper Gloves M 203.98,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
2333,Summer Splurge: Treat Yourself to Luxe!,"Dive into summer savings with our unbeatable deals. From fashion to electronics, discover the ultimate summer shopping experience!",Interactive Ads,Rejected,2022-09-12,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,275000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Alavés Cap XS 41.31 UV Protection,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
2334,Wellness Week: Pamper Yourself with Discounts!,Indulge in self-care with Wellness Week. Pamper yourself with discounts on wellness products and relaxation essentials!,Video Ads,Archived,2024-10-07,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,340000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Girona Ball Official 28.32,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
2335,Game On: Level Up Your Gaming Experience!,Level up your fitness journey with Fitness Fiesta. Achieve your fitness goals with our exclusive offers on workout gear!,Video Ads,Archived,2024-05-26,"['Sports', 'Outdoor', 'Camping']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Camping,Embark on outdoor adventures with our camping gear and essentials.,145000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Granada Cup Official 19.99 Microwave and Dishwasher Safe,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
2336,Celebrate the Holidays with Special Discounts!,Join the festive celebration with our special holiday discounts. Make your holidays extra special with our exclusive offers!,Email Marketing,Cancelled,2023-05-22,"['Books', 'Fiction', 'Romance']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Romance,Indulge in the allure of romance with our collection of romantic fiction.,130000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Rayo Vallecano Bermuda Shorts XL 70.48  All Seasons Polyester,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
2337,Foodie's Delight: Savor Irresistible Flavors!,Indulge in a culinary adventure with Foodie Fiesta. Savor the flavors of our exclusive deals on gourmet delights!,Carousel Ads,Active,2021-08-02,"['Toys', 'Outdoor', 'Water Toys']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Water Toys,Make a splash and create lasting memories with our fun water toys.,60000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Las Palmas Cap M Official 42.65 UV Protection,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
2338,Adventure Awaits: Explore New Horizons!,Embark on a new adventure with Adventure Awaits. Explore new horizons with our specially curated adventure-themed products!,Sponsored Content,Scheduled,2023-12-28,"['Automotive', 'Car Parts', 'Brakes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Car Parts,Find high-quality car parts to maintain the performance and safety of your vehicle.,Brakes,Ensure the safety of your vehicle with our reliable brake components.,205000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,CD Mirandés Pencil Case Official 23.38 Ink Compartment,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
2339,Spring into Savings with Our Latest Offers!,Kickstart 2024 with new savings and exclusive deals. Explore a world of opportunities with our New Year collection!,Banner Ads,Pending Approval,2022-05-08,"['Books', 'Fiction', 'Romance']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Romance,Indulge in the allure of romance with our collection of romantic fiction.,415000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Ponferradina Cup  46.64 Microwave and Dishwasher Safe,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
2340,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,Interactive Ads,Rejected,2020-02-08,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,200000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Real Betis Boots XL Official 213.31 Football  Waterproof Lace-up,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
2341,Wellness Week: Pamper Yourself with Discounts!,Indulge in self-care with Wellness Week. Pamper yourself with discounts on wellness products and relaxation essentials!,Banner Ads,Paused,2022-03-12,"['Clothing', 'Accessories', 'Hats']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Hats,Top off your look with our stylish and functional hats for every occasion.,475000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,Sporting Huelva Shorts L Official 78.97  Winter Cotton,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
2342,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Augmented Reality Ads,Cancelled,2019-11-20,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,485000 AdventureAwaits 2022-07-27,AdventureAwaits,Encourage adventure-themed purchases,14000,Sporting Huelva Boots S 210.64 Football  Waterproof Lace-up,2022-07-27,2024-07-27,Family - Parenting,25-45,Servicios TWIB S.Com.,864000,"Toledo, Spain"
2343,Pet Paradise: Spoil Your Pets with Love!,"Spoil your pets with Pet Paradise. From treats to toys, pamper your furry friends with love and care!",Carousel Ads,Pending Approval,2022-08-21,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,290000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,Mallorca Shorts S 50.98  Winter Cotton,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
2344,Pet Paradise: Spoil Your Pets with Love!,"Spoil your pets with Pet Paradise. From treats to toys, pamper your furry friends with love and care!",Audio Ads,Pending Approval,2024-01-09,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,215000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Alcorcón Pencil Case Official 16.45 Ink Compartment,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
2345,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Video Ads,Suspended,2022-11-25,"['Books', 'Fiction', 'Romance']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Romance,Indulge in the allure of romance with our collection of romantic fiction.,100000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Granada Ball Official 24.99,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
2346,Foodie's Delight: Savor Irresistible Flavors!,Indulge in a culinary adventure with Foodie Fiesta. Savor the flavors of our exclusive deals on gourmet delights!,Sponsored Content,Suspended,2022-09-20,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,165000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,CD Mirandés Long Pants 3XL 107.98  Summer Blend,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
2347,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Rich Media Ads,Suspended,2020-05-22,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,305000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Sevilla Polo Shirt S 68.81  All Seasons Polyester,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
2348,Gadget Galaxy: Explore the Latest Gadgets!,Enter the Gadget Galaxy and explore the latest gadgets. Upgrade your tech game with exclusive offers on cutting-edge devices!,Pop-up Ads,Active,2024-10-28,"['Books', ""Children's Books"", 'Picture Books', 'Animals']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Picture Books,Introduce young readers to the world of storytelling with our delightful picture books.,490000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Oviedo Coat 3XL 181.99  Winter Cotton,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
